	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
18	104.16.123.96	North-Central-section_1	1	-1.0	0	0.4444444444444444	0.5333333333333333	0.7272727272727273	0.6153846153846153	40	35	0	15
3	104.16.123.96	North-Central-section_1	1	0.5	0	0.017857142857142856	0.5	0.01818181818181818	0.03508771929824561	1	1	0	54
16	104.16.123.96	North-Central-section_1	1	1.0	0	0.15517241379310345	0.75	0.16363636363636364	0.26865671641791045	9	3	0	46
1	104.16.123.96	North-Central-section_1	1	5.0	0	0.47368421052631576	0.631578947368421	0.6545454545454545	0.6428571428571428	36	21	0	19
15	104.16.123.96	North-Central-section_1	1	10.0	0	0.45977011494252873	0.5555555555555556	0.7272727272727273	0.6299212598425198	40	32	0	15
10	104.16.123.96	North-Central-section_1	1	20.0	0	0.449438202247191	0.5405405405405406	0.7272727272727273	0.6201550387596899	40	34	0	15
12	104.16.123.96	North-Central-section_1	1	30.0	0	0.449438202247191	0.5405405405405406	0.7272727272727273	0.6201550387596899	40	34	0	15
4	104.16.123.96	North-Central-section_1.5	1	-1.0	0	0.4125	0.5689655172413793	0.6	0.584070796460177	33	25	0	22
11	104.16.123.96	North-Central-section_1.5	1	1.0	0	0.08771929824561403	0.7142857142857143	0.09090909090909091	0.16129032258064518	5	2	0	50
9	104.16.123.96	North-Central-section_1.5	1	5.0	0	0.3939393939393939	0.7027027027027027	0.4727272727272727	0.5652173913043479	26	11	0	29
14	104.16.123.96	North-Central-section_1.5	1	10.0	0	0.4230769230769231	0.5892857142857143	0.6	0.5945945945945946	33	23	0	22
8	104.16.123.96	North-Central-section_1.5	1	20.0	0	0.4177215189873418	0.5789473684210527	0.6	0.5892857142857143	33	24	0	22
2	104.16.123.96	North-Central-section_1.5	1	30.0	0	0.4177215189873418	0.5789473684210527	0.6	0.5892857142857143	33	24	0	22
17	104.16.123.96	North-Central-section_2	1	-1.0	0	0.35294117647058826	0.5	0.5454545454545454	0.5217391304347826	30	30	0	25
5	104.16.123.96	North-Central-section_2	1	0.5	0	0.03636363636363636	1.0	0.03636363636363636	0.07017543859649122	2	0	0	53
7	104.16.123.96	North-Central-section_2	1	1.0	0	0.07142857142857142	0.8	0.07272727272727272	0.13333333333333333	4	1	0	51
6	104.16.123.96	North-Central-section_2	1	5.0	0	0.3382352941176471	0.6388888888888888	0.41818181818181815	0.5054945054945054	23	13	0	32
13	104.16.123.96	North-Central-section_2	1	10.0	0	0.345679012345679	0.5185185185185185	0.509090909090909	0.5137614678899083	28	26	0	27
0	104.16.123.96	North-Central-section_2	1	20.0	0	0.3614457831325301	0.5172413793103449	0.5454545454545454	0.5309734513274337	30	28	0	25
19	104.16.123.96	North-Central-section_2	1	30.0	0	0.35714285714285715	0.5084745762711864	0.5454545454545454	0.5263157894736842	30	29	0	25
